angebotspreis,lat,lon
375000.0,49.7693594420913,10.6313477867854
599500.0,50.2667356720045,10.9648930456408
3030000.0,47.9607985438159,11.3782542972792
2180000.0,47.6542365232995,11.8255154299388
599000.0,49.1089354177963,13.1713935529438
395000.0,47.5706854907658,9.8517398151751
399000.0,49.053487672439,13.2759982151574
1550000.0,48.2506622178874,12.5159363383649
3499000.0,48.0159909638299,11.5350087168595
495000.0,49.5844112405893,11.2179114341032
727000.0,49.977235233423,11.7637020339117
351800.0,49.1543766195637,11.0240296722884
2950000.0,47.7553784847555,11.5339370675628
845000.0,47.7983297727439,12.5709278311177
452990.0,48.6373846782274,11.2484915802817
890000.0,48.5748699679654,11.0652717878467
699000.0,48.7463210028821,11.4634968797022
368000.0,49.1855890940128,11.3419228156798
795000.0,48.1859743516868,11.5845823301728
850000.0,47.9255536969727,11.5092358257742
570000.0,50.0305488569467,9.13126640124054
638000.0,50.0089074665405,9.8462785867101
465000.0,49.9127651768062,10.8999192593864
1690000.0,48.1312986974874,11.3593379586451
885000.0,47.9255536969727,11.5092358257742
4500000.0,47.8106036541921,12.1869631396736
527700.0,48.006462585752,10.9178837614964
1900000.0,48.4473886225502,11.1213252667589
898500.0,47.9700501371214,11.2087083775196
549000.0,48.0546953308161,10.4975876737199
1200000.0,48.1354537061184,11.6876645920381
850000.0,48.3886459369036,10.8560504897707
890000.0,48.0717579782594,10.1519532842172
649000.0,48.167814790924,10.1301516071166
940000.0,47.9255536969727,11.5092358257742
1895000.0,48.120573024204,11.6603823077834
350000.0,48.1895195908292,10.2626914997951
565000.0,49.4867871890133,10.9645826798171
850000.0,49.6029387230132,11.0265839482213
169000.0,49.4106746725632,11.8894854150759
430000.0,49.8236976097295,10.7326157736777
895000.0,49.4908773252438,10.7815136628377
1575000.0,49.4045700172296,11.0469141210522
895000.0,49.4867871890133,10.9645826798171
330000.0,49.4867871890133,10.9645826798171
719000.0,49.2405150049558,10.3930595175628
498000.0,48.4807491365924,10.362796090223
6500000.0,48.0472934631918,11.535056146987
550000.0,50.2667356720045,10.9648930456408
435000.0,49.8236976097295,10.7326157736777
859950.0,48.3356183509152,11.2846664196624
1381000.0,48.0664391451508,11.6633867090599
995000.0,48.1354537061184,11.6876645920381
620000.0,48.0341145385375,12.5633740132698
1865000.0,48.2696882964765,11.4404708388798
299000.0,48.3895521799125,13.0019508209066
2900000.0,47.6542365232995,11.8255154299388
875000.0,48.3568083429262,11.6403935034545
255000.0,49.9139930776522,11.508714761698
770000.0,48.2029131638888,12.4170904450495
930000.0,47.886751809124,11.7628172853632
2500000.0,49.4793815205307,11.0665446831496
