nutzungsart;vermarktungsart;objektart;neubau;plz;ort;strasse;wohnflaeche;grundstuecksflaeche;anzahl_zimmer;anzahl_schlafzimmer;anzahl_badezimmer;Ursprünglicher Angebotspreis;Angebotspreis;Realer Kaufpreis;baujahr;zustand;etagen_zahl;balkon;terrasse;unterkellert;energieausweisbaujahr;auftragvon;auftragbis;auftragsart;verkauft_am
wohnen;kauf;haus;0;97241;Bergtheim;;142.0;550.0;5.0;0;0;0;349766.0;;;Erstbezug;1;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97834;Birkenfeld;;134.0;1190.0;4.0;0;0;0;273000.0;;2020;Projektiert;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97359;Schwarzach;;340.0;4779.0;8.0;0;2;0;790000.0;;1995;;0;1;1;JA;1994;;;;
wohnen;kauf;haus;0;97837;Erlenbach;;134.0;622.0;4.0;0;0;0;340000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97834;Birkenfeld;;170.0;974.0;6.0;0;0;0;414000.0;;2021;Projektiert;0;0;0;JA;2021;;;;
wohnen;kauf;haus;1;97289;Thüngen;;160.0;1049.0;4.0;0;0;0;900000.0;;2016;Neubau;0;0;1;JA;2016;;;;
wohnen;kauf;haus;1;97289;Thüngen;;160.0;1049.0;4.0;0;0;0;900000.0;;2016;Neubau;0;0;1;JA;2016;;;;
wohnen;kauf;haus;0;97834;Birkenfeld;;137.0;850.0;4.0;0;0;0;284599.0;;;Erstbezug;1;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97332;Volkach;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97834;Birkenfeld;;197.0;530.0;5.5;3;2;0;446800.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;195.0;904.0;5.0;2;2;0;479000.0;;1996;;0;1;1;JA;1996;;;;
wohnen;kauf;haus;0;97247;Eisenheim;;200.0;705.0;8.0;0;0;0;545000.0;;1990;;0;0;0;NEIN;1990;;;;
wohnen;kauf;haus;0;97956;Werbach;;0;1600.0;6.0;0;0;0;350000.0;;2002;;0;0;0;NEIN;2002;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;220.0;880.0;8.0;0;0;0;395000.0;;1977;;0;1;1;NEIN;1977;;;;
wohnen;kauf;haus;0;97877;Wertheim;;173.0;731.0;5.0;0;0;0;552280.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97332;Volkach;;271.0;210.0;12.0;0;0;0;445000.0;;;Teil- oder vollrenoviert;4;1;0;JA;;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;148.0;525.0;4.0;0;0;0;295000.0;;1980;;0;1;1;JA;1981;;;;
wohnen;kauf;haus;0;97243;Bieberehren;;198.0;911.0;7.5;0;0;0;349000.0;;1967;;0;1;1;NEIN;1967;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;100.0;475.0;6.0;0;0;0;175000.0;;1929;;0;0;0;NEIN;1929;;;;
wohnen;kauf;haus;0;97523;Schwanfeld;;286.25;732.0;8.0;0;2;0;579000.0;;2000;;0;0;0;NEIN;2000;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;300.0;183.0;8.0;0;0;0;295000.0;;1486;;0;0;0;NEIN;1486;;;;
wohnen;kauf;haus;0;97941;Tauberbischofsheim;;0;1490.0;0;0;0;0;498000.0;;1980;;0;0;0;NEIN;1980;;;;
wohnen;kauf;haus;0;97956;Werbach;;180.0;391.0;6.0;0;2;0;217000.0;;1925;;0;0;0;NEIN;1925;;;;
wohnen;kauf;haus;0;97285;Röttingen;;178.0;845.0;6.0;0;0;0;342000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97285;Röttingen;;170.0;934.0;6.0;0;0;0;358000.0;;2019;Projektiert;0;0;0;JA;2019;;;;
wohnen;kauf;haus;0;97837;Erlenbach;;170.0;920.0;6.0;0;0;0;423000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;Markt;Einersheim;;308.0;2239.0;8.0;0;0;0;695000.0;;1984;;0;0;0;NEIN;1984;;;;
wohnen;kauf;haus;0;97285;Röttingen;;142.0;930.0;5.0;0;0;0;298999.0;;;Erstbezug;1;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;408.0;448.0;10.0;0;0;0;;;1998;;3;1;1;NEIN;1998;;;;
wohnen;kauf;haus;0;97225;Zellingen;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97877;Wertheim;;224.0;807.0;8.0;4;2;0;395000.0;;1995;;0;1;1;JA;1995;;;;
wohnen;kauf;haus;0;97877;Wertheim;;121.0;470.0;4.0;0;0;0;266000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;151.0;470.0;6.0;0;0;0;293000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;153.0;470.0;4.0;0;0;0;303000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;130.0;470.0;5.0;0;0;0;284000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;92.0;470.0;3.0;0;0;0;225000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;108.0;470.0;4.0;0;0;0;248000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;151.0;470.0;6.0;0;0;0;293000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97258;Gollhofen;;150.0;890.0;5.0;4;1;0;349000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97243;Bieberehren;;178.0;755.0;6.0;0;0;0;298000.0;;1998;;0;0;1;NEIN;1998;;;;
wohnen;kauf;haus;0;97332;Volkach;;288.0;1100.0;10.0;5;3;0;497000.0;;1980;;0;1;1;JA;1980;;;;
wohnen;kauf;haus;0;97332;Volkach;;288.0;1100.0;10.0;5;3;0;497000.0;;1980;;0;1;1;JA;1980;;;;
wohnen;kauf;haus;0;97353;Wiesentheid;;230.0;1023.0;0;0;0;0;375000.0;;1989;;0;1;0;NEIN;1989;;;;
wohnen;kauf;haus;0;97450;Arnstein;;265.0;579.0;0;0;0;0;121000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97450;Arnstein;;265.0;579.0;8.0;0;0;0;121000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97450;Arnstein;;140.0;840.0;5.0;0;0;0;245000.0;;1999;;2;1;1;NEIN;1999;;;;
wohnen;kauf;haus;0;97450;Arnstein;;265.0;579.0;0;0;0;0;121000.0;;1965;;0;0;0;JA;1965;;;;
wohnen;kauf;haus;0;97450;Arnstein;;265.0;579.0;8.0;0;0;0;99000.0;;1965;;0;0;0;NEIN;1965;;;;
wohnen;kauf;haus;0;97332;Volkach;;220.0;900.0;6.0;0;2;0;270000.0;;1961;Baufällig;0;0;1;JA;1961;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;155.0;250.0;0;0;0;0;105000.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;134.0;670.0;4.0;0;0;0;342000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;170.0;714.0;6.0;0;0;0;407000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;1;97922;Lauda-Königshofen;;110.0;618.0;4.0;0;0;0;459000.0;;2020;Neubau;1;0;0;NEIN;2019;;;;
wohnen;kauf;haus;0;97855;Triefenstein;;527.95;700.0;0;0;0;0;500000.0;;1953;;0;0;0;NEIN;1953;;;;
wohnen;kauf;haus;0;97450;Arnstein;;140.0;532.0;5.0;3;1;0;325500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97855;Triefenstein;;260.0;788.0;10.0;0;0;0;380000.0;;1978;Teil- oder vollsaniert;3;0;1;JA;1978;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;267.0;738.0;0;0;0;0;790000.0;;1987;;0;0;0;NEIN;1987;;;;
wohnen;kauf;haus;0;97450;Arnstein;;380.0;256.0;7.0;0;0;0;295000.0;;1960;;0;0;0;JA;1960;;;;
wohnen;kauf;haus;0;97450;Arnstein;;125.0;600.0;4.0;3;1;0;280000.0;;2021;;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97450;Arnstein;;125.0;600.0;4.0;3;1;0;280000.0;;2021;;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97450;Arnstein;;125.0;600.0;4.0;3;1;0;280000.0;;2021;;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97450;Arnstein;;125.0;600.0;4.0;3;1;0;280000.0;;2021;;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97450;Arnstein;;280.0;200.0;15.0;6;1;0;89000.0;;1900;;0;0;1;JA;1900;;;;
wohnen;kauf;haus;0;97877;Wertheim;;134.0;600.0;4.0;0;0;0;288000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97877;Wertheim;;134.0;600.0;4.0;0;0;0;288000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;336.0;1500.0;10.0;4;2;0;680000.0;;1975;;0;0;1;JA;1975;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;340.0;1500.0;10.0;0;3;0;680000.0;;1975;;0;1;0;NEIN;1975;;;;
wohnen;kauf;haus;0;97450;Arnstein;;154.0;620.0;5.0;0;0;0;360000.0;;;Erstbezug;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97877;Wertheim;;125.0;710.0;4.0;0;0;0;289000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;148.0;710.0;4.0;0;0;0;309000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;254.0;697.0;8.0;5;5;0;475000.0;;1963;;0;1;1;JA;1963;;;;
wohnen;kauf;haus;0;97346;Iphofen;;241.0;3889.0;8.0;5;3;0;395000.0;;1957;;0;1;0;JA;1957;;;;
wohnen;kauf;haus;0;97842;Karbach;;134.0;578.0;4.0;0;0;0;336000.0;;2020;Projektiert;0;0;0;JA;2020;;;;
wohnen;kauf;haus;0;97877;Wertheim;;140.0;524.0;5.0;3;1;0;256000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;333200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;333200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;333200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;333200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;333200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97842;Karbach;;140.0;580.0;5.0;3;1;0;334200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;260.0;1400.0;12.0;0;0;0;299000.0;;1970;;0;1;1;NEIN;1970;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;120.0;700.0;4.0;3;2;0;150000.0;;1960;Teil- oder vollrenovierungsbedürftig;0;0;1;JA;1960;;;;
wohnen;kauf;haus;0;97877;Wertheim;;146.0;501.0;5.0;0;2;0;330000.0;;1995;;0;0;1;JA;1995;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;186.0;712.0;5.0;0;0;0;523000.0;;;Projektiert;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;140.0;712.0;5.0;0;0;0;463000.0;;;Projektiert;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;137.0;712.0;3.0;0;0;0;499000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;170.0;712.0;6.0;0;0;0;464000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;120.0;367.0;7.0;0;0;0;125000.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97922;Lauda-Königshofen;;0;802.0;9.0;0;0;0;69000.0;;1900;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;250.0;702.0;8.0;5;3;0;;;1972;;0;1;1;JA;1972;;;;
wohnen;kauf;haus;0;97353;Wiesentheid;;449.0;1934.0;22.0;1;5;0;550000.0;;;;0;1;1;JA;;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;111.0;210.0;6.0;0;0;0;179999.0;;1910;Teil- oder vollsaniert;0;0;1;JA;1910;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;147.0;365.0;5.0;0;0;0;479500.0;;2020;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97877;Wertheim;;134.0;0;4.0;0;0;0;228000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;170.0;0;6.0;0;0;0;259000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97332;Volkach;;170.0;1061.0;6.0;0;0;0;420000.0;;2020;Projektiert;0;0;0;JA;2020;;;;
wohnen;kauf;haus;0;97877;Wertheim;;110.0;550.0;4.0;3;1;0;400000.0;;2020;Erstbezug;0;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97215;Weigenheim;;126.0;856.0;4.5;0;0;0;144000.0;;1957;;0;0;0;NEIN;1957;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;113.0;616.0;6.0;0;0;0;150000.0;;1955;Teil- oder vollrenovierungsbedürftig;1;0;0;JA;1955;;;;
wohnen;kauf;haus;0;97877;Wertheim;;161.0;940.0;5.0;0;0;0;382900.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;161.0;940.0;5.0;0;0;0;372800.0;;2021;;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97999;Igersheim;;200.0;880.0;7.0;0;0;0;495000.0;;1985;;1;1;0;JA;1985;;;;
wohnen;kauf;haus;0;97353;Wiesentheid;;150.0;340.0;4.0;2;1;0;239000.0;;1601;Altbau;0;1;1;JA;1601;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;100.0;1198.0;4.0;0;0;0;219000.0;;;Teil- oder vollrenovierungsbedürftig;2;0;1;JA;;;;;
wohnen;kauf;haus;0;97440;Werneck;;113.77;290.0;4.0;0;0;0;470000.0;;2021;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97440;Werneck;;162.2;290.0;6.0;0;0;0;545000.0;;2021;Erstbezug;3;1;0;JA;2020;;;;
wohnen;kauf;haus;0;97440;Werneck;;128.82;290.0;4.0;0;0;0;495000.0;;2021;Erstbezug;3;0;1;JA;2020;;;;
wohnen;kauf;haus;0;97440;Werneck;;155.72;290.0;5.0;0;0;0;535000.0;;2021;Erstbezug;3;0;1;JA;2020;;;;
wohnen;kauf;haus;0;97534;Waigolshausen;;212.88;290.0;8.0;0;0;0;225000.0;;1958;;0;0;0;JA;2017;;;;
wohnen;kauf;haus;0;97990;Weikersheim;;164.0;605.0;5.0;0;0;0;319500.0;;;Erstbezug;2;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;130.0;510.0;6.0;0;0;0;315000.0;;1650;;0;0;0;NEIN;1650;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;470.0;344.0;20.0;5;3;0;470000.0;;1962;;0;1;0;NEIN;1962;;;;
wohnen;kauf;haus;0;97953;Königheim;;232.0;293.0;8.0;0;0;0;250000.0;;1985;Teil- oder vollrenoviert;0;0;0;NEIN;1985;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;211.0;535.0;8.0;0;1;0;450000.0;;1959;Teil- oder vollrenoviert;2;0;0;JA;1959;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;150.0;465.0;7.0;0;0;0;280000.0;;1980;;0;0;0;NEIN;1980;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;136.0;199.0;5.5;4;1;0;379900.0;;2022;Erstbezug;0;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;136.0;403.0;5.5;4;1;0;419900.0;;2022;Erstbezug;0;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;175.0;663.0;11.0;0;0;0;249000.0;;1975;Teil- oder vollrenovierungsbedürftig;0;0;0;JA;2000;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;410.0;1064.0;12.0;0;0;0;;;1936;Altbau;0;1;1;JA;1936;;;;
wohnen;kauf;haus;0;97215;Uffenheim;;0;550.0;0;0;0;0;195000.0;;1994;;0;0;0;NEIN;1995;;;;
wohnen;kauf;haus;0;97892;Kreuzwertheim;;640.0;1940.0;8.0;0;0;0;479000.0;;;;1;0;1;JA;1968;;;;
wohnen;kauf;haus;0;97776;Eußenheim;;170.0;271.0;6.0;0;2;0;149000.0;;1966;Teil- oder vollrenovierungsbedürftig;0;1;0;JA;1966;;;;
wohnen;kauf;haus;0;97877;Wertheim;;135.0;615.0;5.0;0;0;0;389000.0;;2019;Projektiert;2;0;0;JA;2019;;;;
wohnen;kauf;haus;0;97776;Eußenheim;;144.0;720.0;5.0;0;0;0;297300.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97877;Wertheim;;287.0;796.0;10.0;0;0;0;549000.0;;1966;;4;0;0;NEIN;1966;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;134.0;395.0;4.0;0;0;0;259000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;0;0;0;0;0;0;550000.0;;1967;;0;0;0;NEIN;1967;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;300.0;850.0;10.0;0;0;0;299000.0;;;Teil- oder vollrenovierungsbedürftig;3;0;1;JA;;;;;
wohnen;kauf;haus;0;97990;Weikersheim;;348.0;1375.0;16.0;0;0;0;195000.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;134.0;568.0;4.0;0;0;0;326000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;134.0;0;4.0;0;0;0;228000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97447;Frankenwinheim;;150.0;872.0;4.0;0;0;0;289000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97447;Frankenwinheim;;125.0;872.0;4.0;0;0;0;273000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;280.0;736.0;10.0;0;0;0;;;1996;;0;0;1;NEIN;1996;;;;
wohnen;kauf;haus;0;97828;Marktheidenfeld;;290.0;724.0;9.0;4;2;0;737000.0;;2012;Neuwertig;0;0;0;NEIN;2013;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;83.03;366.0;4.0;0;0;0;250000.0;;1930;;0;0;0;NEIN;1930;;;;
wohnen;kauf;haus;0;97776;Eußenheim;;210.0;2998.0;8.0;0;0;0;638000.0;;1970;;0;1;0;JA;1970;;;;
wohnen;kauf;haus;0;97851;Rothenfels;;150.0;1060.0;5.5;0;0;0;318000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;364.0;699.0;6.0;0;0;0;749000.0;;1973;Teil- oder vollsaniert;2;0;1;JA;1973;;;;
wohnen;kauf;haus;0;97877;Wertheim;;134.0;797.0;4.0;0;0;0;279000.0;;2019;Projektiert;0;0;0;NEIN;2019;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;140.0;358.0;7.0;0;0;0;338000.0;;1972;;3;1;1;NEIN;1972;;;;
wohnen;kauf;haus;0;97944;Boxberg;;90.0;422.0;4.0;0;0;0;29000.0;;;Abrissobjekt;0;0;0;NEIN;;;;;
wohnen;kauf;haus;1;97993;Creglingen;;0;0;0;0;0;0;;;;Neubau;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97854;Steinfeld;;100.0;739.0;11.0;0;0;0;160000.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;1;97877;Wertheim;;137.0;637.0;5.0;0;0;0;549000.0;;2019;Neubau;0;0;1;JA;2019;;;;
wohnen;kauf;haus;0;97877;Wertheim;;129.0;710.0;5.0;0;0;0;304000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;134.0;483.0;5.0;0;0;0;268000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97440;Werneck;;131.0;0;0;0;0;0;;;;;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97900;Külsheim;;178.0;597.0;5.0;3;2;0;245000.0;;1981;Teil- oder vollrenovierungsbedürftig;0;0;1;JA;1981;;;;
wohnen;kauf;haus;0;97851;Rothenfels;;135.0;715.0;5.0;0;0;0;342000.0;;;Projektiert;2;0;0;JA;;;;;
wohnen;kauf;haus;0;97440;Werneck;;595.0;1389.0;0;0;0;0;850000.0;;2007;;0;0;0;NEIN;2007;;;;
wohnen;kauf;haus;0;97877;Wertheim;;300.0;240.0;10.0;0;0;0;228000.0;;1530;;0;0;0;JA;1992;;;;
wohnen;kauf;haus;0;97877;Wertheim;;740.0;440.0;15.0;0;0;0;669000.0;;1978;Teil- oder vollrenovierungsbedürftig;0;1;0;NEIN;1978;;;;
wohnen;kauf;haus;0;97892;Kreuzwertheim;;0;0;0;0;0;0;344000.0;;;;3;0;0;NEIN;1961;;;;
wohnen;kauf;haus;0;97892;Kreuzwertheim;;176.0;0;7.0;0;0;0;344000.0;;;;3;0;0;NEIN;1961;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;144.6;574.0;5.0;0;0;0;450000.0;;1994;;2;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;Bad;Mergentheim;;184.0;1966.0;0;0;0;0;;;1931;;0;0;0;NEIN;1931;;;;
wohnen;kauf;haus;0;97450;Arnstein;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97776;Eußenheim;;146.0;625.0;4.0;0;0;0;289900.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97450;Arnstein;;140.0;908.0;6.0;0;0;0;150000.0;;1964;;0;0;0;JA;1990;;;;
wohnen;kauf;haus;0;97440;Werneck;;150.0;384.0;6.0;0;0;0;;;1956;;0;0;0;NEIN;1956;;;;
wohnen;kauf;haus;0;97900;Külsheim;;220.0;448.0;5.0;0;0;0;;;2000;Rohbau/Im Bau;0;1;0;NEIN;2000;;;;
wohnen;kauf;haus;0;97877;Wertheim;;133.0;483.0;4.0;0;0;0;286000.0;;2021;Projektiert;0;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;110.0;483.0;4.0;0;0;0;240000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;150.0;483.0;5.0;0;0;0;294000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97877;Wertheim;;122.0;483.0;4.0;0;0;0;265000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;93.0;1578.0;0;0;0;0;121000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;93.0;1578.0;0;0;0;0;121000.0;;1929;;0;0;0;NEIN;1929;;;;
wohnen;kauf;haus;0;97509;Kolitzheim;;93.0;1578.0;0;0;0;0;121000.0;;1929;;0;0;0;JA;1929;;;;
wohnen;kauf;haus;0;97877;Wertheim;;185.38;566.0;8.0;7;1;0;400000.0;;1978;;0;0;1;JA;1978;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;375.0;3500.0;10.0;6;3;0;985000.0;;1997;;0;1;0;NEIN;1997;;;;
wohnen;kauf;haus;0;97840;Hafenlohr;;120.0;400.0;4.0;3;1;0;120000.0;;18;Teil- oder vollrenovierungsbedürftig;0;0;1;JA;18;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97493;Bergrheinfeld;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;180.0;1200.0;8.0;0;0;0;463000.0;;1978;;0;0;1;JA;1978;;;;
wohnen;kauf;haus;0;97753;Karlstadt;;252.66;1037.0;8.0;0;1;0;529000.0;;1977;;2;1;1;JA;1977;;;;
wohnen;kauf;haus;0;97993;Creglingen;;144.0;685.0;5.0;0;0;0;286990.0;;;Erstbezug;2;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97993;Creglingen;;140.0;583.0;5.0;3;1;0;322000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97440;Werneck;;200.0;580.0;6.0;0;0;0;499000.0;;1980;;0;0;0;NEIN;1980;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;150.01;250.0;4.0;2;1;0;;;1811;;0;0;0;NEIN;1811;;;;
wohnen;kauf;haus;0;97506;Grafenrheinfeld;;231.0;653.0;5.0;0;0;0;619000.0;;1995;;0;1;1;JA;1995;;;;
wohnen;kauf;haus;0;97839;Esselbach;;109.0;660.0;4.0;0;0;0;249000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97839;Esselbach;;130.0;660.0;5.0;0;0;0;291000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;305.0;1190.0;11.0;0;2;0;699000.0;;1900;Neuwertig;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97944;Boxberg;;125.0;347.0;5.0;0;0;0;114000.0;;1930;;0;1;0;NEIN;1930;;;;
wohnen;kauf;haus;0;74736;Hardheim;;141.0;900.0;6.0;3;1;0;160000.0;;1920;Teil- oder vollrenovierungsbedürftig;0;0;1;JA;1920;;;;
wohnen;kauf;haus;0;97506;Grafenrheinfeld;;265.0;655.0;8.0;5;2;0;1400000.0;;2019;Neuwertig;0;1;1;NEIN;2019;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;180.0;1200.0;8.0;0;1;0;463000.0;;1978;;0;0;1;JA;1978;;;;
