nutzungsart;vermarktungsart;objektart;neubau;plz;ort;strasse;wohnflaeche;grundstuecksflaeche;anzahl_zimmer;anzahl_schlafzimmer;anzahl_badezimmer;Ursprünglicher Angebotspreis;Angebotspreis;Realer Kaufpreis;baujahr;zustand;etagen_zahl;balkon;terrasse;unterkellert;energieausweisbaujahr;auftragvon;auftragbis;auftragsart;verkauft_am
wohnen;kauf;haus;0;97762;Hammelburg;;270.0;711.0;5.0;0;0;0;349000.0;;2007;Neuwertig;0;0;1;NEIN;2007;;;;
wohnen;kauf;haus;0;96132;Schlüsselfeld;;300.0;1000.0;8.0;4;2;0;250000.0;;1960;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1960;;;;
wohnen;kauf;haus;0;97456;Dittelbrunn;;263.0;640.0;8.0;0;0;0;550699.0;;;Erstbezug;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97456;Dittelbrunn;;166.0;640.0;5.0;0;0;0;520799.0;;;Erstbezug;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74575;Schrozberg;;95.0;218.0;6.0;0;0;0;75000.0;;;Teil- oder vollrenovierungsbedürftig;0;1;0;JA;;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;150.0;550.0;5.0;4;1;0;359000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74731;Walldürn;;170.0;1415.0;10.0;0;0;0;185000.0;;1946;Teil- oder vollrenovierungsbedürftig;2;0;0;NEIN;1946;;;;
wohnen;kauf;haus;1;91541;Rothenburg;;0;0;0;0;0;0;;;;Neubau;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97725;Elfershausen;;151.0;988.0;5.0;0;0;0;336500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97762;Hammelburg;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;74731;Walldürn;;140.0;713.0;5.0;3;1;0;345700.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74731;Walldürn;;110.0;878.0;2.0;0;0;0;279000.0;;1907;Altbau;0;1;1;NEIN;1907;;;;
wohnen;kauf;haus;0;74731;Walldürn;;185.0;800.0;6.0;0;0;0;240000.0;;1962;Teil- oder vollrenoviert;3;1;0;NEIN;1962;;;;
wohnen;kauf;haus;0;97729;Ramsthal;;297.0;1003.0;9.0;0;0;0;379000.0;;1986;;2;1;1;NEIN;1986;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;230.0;1155.0;5.0;0;0;0;399000.0;;1979;;0;0;1;JA;1979;;;;
wohnen;kauf;haus;0;91613;Marktbergel;;131.0;611.0;5.0;0;0;0;244809.0;;2020;Projektiert;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97903;Collenberg;;462.0;870.0;13.0;0;0;0;420000.0;;1986;;3;1;0;JA;1986;;;;
wohnen;kauf;haus;0;97903;Collenberg;;462.0;870.0;13.0;0;0;0;420000.0;;1986;;3;1;0;JA;1986;;;;
wohnen;kauf;haus;0;97903;Collenberg;;462.0;870.0;13.0;0;0;0;420000.0;;1986;;3;1;0;JA;1986;;;;
wohnen;kauf;haus;0;97782;Gräfendorf;;1689.0;2002.0;0;0;0;0;290000.0;;1776;Teil- oder vollsaniert;2;0;0;JA;1776;;;;
wohnen;kauf;haus;0;91472;Ipsheim;;234.0;685.0;8.0;3;2;0;399000.0;;1935;;0;0;1;JA;1999;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;122.0;731.0;4.0;0;0;0;341870.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;122.0;731.0;4.0;0;0;0;341365.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;125.0;731.0;4.0;0;0;0;287551.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91472;Ipsheim;;160.0;533.0;6.0;0;2;0;455000.0;;1920;;0;1;1;NEIN;1920;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;142.0;650.0;4.0;0;0;0;249990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;144.0;650.0;4.0;0;0;0;249990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;144.0;650.0;4.0;0;0;0;258990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;134.0;650.0;4.0;0;0;0;239990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;164.0;650.0;5.0;0;0;0;264990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;153.0;692.0;4.0;0;0;0;255990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91635;Windelsbach;;115.0;650.0;4.0;0;0;0;250500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91616;Neusitz;;142.0;713.0;4.0;0;0;0;264990.0;;;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;200.0;280.0;7.0;0;2;0;219000.0;;1900;Teil- oder vollsaniert;0;0;0;JA;1900;;;;
wohnen;kauf;haus;0;97725;Elfershausen;;151.0;850.0;4.0;0;0;0;336500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91613;Marktbergel;;142.0;719.0;4.0;0;0;0;275990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;186.0;1383.0;6.0;0;1;0;315000.0;;;;0;1;1;NEIN;1998;;;;
wohnen;kauf;haus;0;91472;Ipsheim;;120.0;240.0;5.0;0;0;0;398900.0;;;Erstbezug;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;161.0;1452.0;7.0;5;2;0;692500.0;;1982;Neuwertig;0;1;1;JA;1982;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;122.0;731.0;4.0;0;0;0;278323.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91472;Ipsheim;;0;0;0;0;0;0;398900.0;;2020;;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;1;91472;Ipsheim;;118.0;0;5.0;0;0;0;;;2020;Neubau;2;1;0;NEIN;2020;;;;
wohnen;kauf;haus;0;74238;Krautheim;;220.0;625.0;8.0;4;2;0;495000.0;;1971;;0;0;0;NEIN;1971;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;461.0;588.0;0;0;0;0;179900.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;74238;Krautheim;;244.0;929.0;9.0;0;0;0;398500.0;;1984;Teil- oder vollsaniert;3;0;1;JA;1984;;;;
wohnen;kauf;haus;0;97794;Rieneck;;159.0;598.0;7.0;0;1;0;60000.0;;1967;Teil- oder vollrenovierungsbedürftig;0;0;0;JA;1967;;;;
wohnen;kauf;haus;0;97794;Rieneck;;220.0;451.0;12.0;0;0;0;296000.0;;1992;;0;0;0;NEIN;1992;;;;
wohnen;kauf;haus;0;97729;Ramsthal;;240.0;1569.0;8.0;0;2;0;369000.0;;1961;;0;0;0;NEIN;1961;;;;
wohnen;kauf;haus;0;97725;Elfershausen;;130.0;350.0;4.0;0;0;0;;;2020;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97782;Gräfendorf;;200.0;3000.0;10.0;0;0;0;498000.0;;1902;;0;0;0;JA;1902;;;;
wohnen;kauf;haus;0;97896;Freudenberg;;119.0;70.0;5.0;3;2;0;144900.0;;1846;;0;0;0;NEIN;1846;;;;
wohnen;kauf;haus;0;74238;Krautheim;;140.0;547.0;5.0;3;1;0;299500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97896;Freudenberg;;104.0;96.0;5.0;3;1;0;114900.0;;1890;;0;0;0;NEIN;1890;;;;
wohnen;kauf;haus;0;74731;Walldürn;;140.0;587.0;5.0;3;1;0;340500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97794;Rieneck;;118.0;280.0;4.0;3;1;0;89000.0;;1925;;0;0;1;JA;1925;;;;
wohnen;kauf;haus;0;97896;Freudenberg;;123.0;65.0;5.0;4;1;0;79900.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97794;Rieneck;;136.06;605.0;5.0;0;0;0;324095.0;;2022;Projektiert;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97794;Rieneck;;135.79;605.0;5.0;0;0;0;309391.0;;2022;Projektiert;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97794;Rieneck;;125.78;605.0;5.0;0;0;0;291161.0;;2022;Projektiert;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97794;Rieneck;;99.0;605.0;4.0;0;0;0;270361.0;;2022;;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;97794;Rieneck;;164.84;605.0;5.0;0;0;0;422942.0;;2022;;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;74673;Mulfingen;;140.0;532.0;5.0;3;1;0;395500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97794;Rieneck;;144.0;628.0;5.0;0;0;0;404898.0;;2022;Projektiert;2;0;0;NEIN;2022;;;;
wohnen;kauf;haus;0;74238;Krautheim;;120.0;330.0;6.0;0;0;0;299000.0;;1904;;0;0;1;NEIN;1904;;;;
wohnen;kauf;haus;0;63928;Eichenbühl;;148.79;162.0;6.0;0;0;0;279000.0;;1996;;0;1;0;NEIN;1996;;;;
wohnen;kauf;haus;0;74731;Walldürn;;143.0;700.0;4.0;3;1;0;270000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97762;Hammelburg;;150.0;1470.0;7.0;0;0;0;59000.0;;1384;;0;0;0;NEIN;1384;;;;
wohnen;kauf;haus;0;97762;Hammelburg;;144.0;1100.0;5.0;0;0;0;75000.0;;;;0;0;0;JA;;;;;
wohnen;kauf;haus;0;96181;Rauhenebrach;;400.0;700.0;14.0;1;2;0;550000.0;;1865;;0;1;0;JA;1865;;;;
wohnen;kauf;haus;0;97903;Collenberg;;541.0;7164.0;8.0;0;3;0;1300000.0;;1959;;0;0;0;NEIN;1957;;;;
wohnen;kauf;haus;0;97717;Euerdorf;;213.0;120.0;4.0;0;0;0;75000.0;;1900;;2;0;0;JA;1900;;;;
wohnen;kauf;haus;0;97717;Euerdorf;;95.0;100.0;3.0;0;0;0;51000.0;;1926;;2;0;0;NEIN;1926;;;;
wohnen;kauf;haus;0;96152;Burghaslach;;210.0;673.0;9.0;0;0;0;249950.0;;1969;;0;1;1;NEIN;1969;;;;
wohnen;kauf;haus;0;96152;Burghaslach;;290.0;2053.0;12.0;0;0;0;;;1955;;0;1;1;NEIN;1955;;;;
wohnen;kauf;haus;0;96154;Burgwindheim;;154.0;618.0;5.0;2;1;0;308000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;96154;Burgwindheim;;154.0;618.0;5.0;2;1;0;308000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74731;Walldürn;;269.0;1707.0;12.0;6;4;0;680000.0;;1982;;0;1;1;JA;1982;;;;
wohnen;kauf;haus;0;97453;Schonungen;;125.0;465.0;0;0;0;0;230000.0;;1933;Teil- oder vollrenoviert;2;0;1;NEIN;1933;;;;
wohnen;kauf;haus;0;97453;Schonungen;;484.0;776.0;0;0;0;0;660000.0;;1977;;0;1;0;NEIN;1977;;;;
wohnen;kauf;haus;0;96152;Burghaslach;;200.0;980.0;9.0;0;0;0;598000.0;;1995;;0;0;0;NEIN;1995;;;;
wohnen;kauf;haus;0;74673;Mulfingen;;340.0;358.0;12.0;0;4;0;270000.0;;1872;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1872;;;;
wohnen;kauf;haus;0;97717;Euerdorf;;410.08;1160.0;15.0;0;0;0;470000.0;;1992;;0;0;0;JA;1992;;;;
wohnen;kauf;haus;0;74749;Rosenberg;;247.0;548.0;11.0;6;3;0;279000.0;;1957;Teil- oder vollrenoviert;0;1;0;JA;1957;;;;
wohnen;kauf;haus;0;74747;Ravenstein;;135.31;798.0;5.0;4;1;0;299000.0;;2003;;0;1;1;JA;2003;;;;
wohnen;kauf;haus;0;97714;Oerlenbach;;165.0;1116.0;10.0;0;0;0;350000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74749;Rosenberg;;160.0;317.0;6.0;0;1;0;149000.0;;1729;;0;0;1;JA;1729;;;;
wohnen;kauf;haus;0;96154;Burgwindheim;;160.0;520.0;9.0;5;2;0;179000.0;;1930;;0;0;0;NEIN;1930;;;;
wohnen;kauf;haus;0;96132;Schlüsselfeld;;300.0;1000.0;9.0;8;2;0;250000.0;;1960;;3;0;0;JA;1960;;;;
wohnen;kauf;haus;0;63879;Weibersbrunn;;0;720.0;0;0;0;0;396000.0;;1993;;0;0;0;JA;1993;;;;
wohnen;kauf;haus;0;74722;Buchen;;260.0;1270.0;2.0;0;0;0;140000.0;;1700;Abrissobjekt;0;0;0;NEIN;1700;;;;
wohnen;kauf;haus;0;74731;Walldürn;;300.0;1452.0;8.0;0;1;0;429000.0;;1979;;0;1;1;NEIN;1979;;;;
wohnen;kauf;haus;0;96132;Schlüsselfeld;;340.0;900.0;6.0;3;3;0;277000.0;;1951;Teil- oder vollrenovierungsbedürftig;0;1;0;NEIN;1951;;;;
wohnen;kauf;haus;0;97843;Neuhütten;;130.61;679.0;6.0;5;1;0;275000.0;;1950;;0;0;1;NEIN;1950;;;;
wohnen;kauf;haus;0;96132;Schlüsselfeld;;170.0;380.0;6.0;0;0;0;225000.0;;1908;;0;0;0;NEIN;1908;;;;
wohnen;kauf;haus;0;63860;Rothenbuch;;337.0;1991.0;6.5;0;0;0;470000.0;;1998;;0;0;0;NEIN;30;;;;
wohnen;kauf;haus;0;97843;Neuhütten;;162.0;2000.0;6.0;2;1;0;289000.0;;1957;;0;0;0;JA;1957;;;;
wohnen;kauf;haus;0;96132;Schlüsselfeld;;80.0;649.0;4.0;0;0;0;80000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;96181;Rauhenebrach;;180.0;302.0;7.0;0;0;0;425000.0;;1896;Teil- oder vollsaniert;2;0;1;JA;1896;;;;
wohnen;kauf;haus;0;97531;Theres;;4716.0;15646.0;50.0;6;6;0;3600000.0;;;Teil- oder vollrenoviert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97714;Oerlenbach;;113.0;740.0;8.0;0;2;0;218000.0;;1934;Teil- oder vollrenovierungsbedürftig;0;0;0;JA;1934;;;;
wohnen;kauf;haus;0;97843;Neuhütten;;150.0;723.0;4.0;3;1;0;319500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97843;Neuhütten;;230.0;276.0;7.0;4;4;0;260000.0;;1997;;0;0;0;JA;1997;;;;
wohnen;kauf;haus;0;97456;Dittelbrunn;;210.0;1000.0;4.0;2;2;0;392000.0;;1930;;0;0;0;NEIN;1930;;;;
wohnen;kauf;haus;0;63874;Dammbach;;184.0;539.0;0;0;0;0;164000.0;;1900;Teil- oder vollrenovierungsbedürftig;0;1;0;NEIN;1900;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;171.92;610.0;6.0;4;1;0;267421.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74722;Buchen;;291.7;435.0;8.0;0;0;0;169000.0;;;;3;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91413;Neustadt;;130.0;654.0;6.0;0;0;0;398000.0;;1971;;0;1;1;JA;1971;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;640.0;506.0;0;0;0;0;130000.0;;1577;;0;0;0;JA;1577;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;250.0;330.0;12.0;0;1;0;370000.0;;1991;;0;0;0;JA;1991;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;160.0;490.0;7.0;0;0;0;249000.0;;1956;;0;1;1;JA;1956;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;263.43;743.0;8.0;6;2;0;359917.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;218.0;840.0;7.0;3;2;0;466900.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;150.0;930.0;5.0;3;1;0;364500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;120.0;550.0;6.0;0;0;0;319000.0;;1955;Teil- oder vollrenoviert;0;1;0;JA;1955;;;;
wohnen;kauf;haus;0;97833;Frammersbach;;157.0;628.0;6.0;2;2;0;279000.0;;1967;;0;0;0;NEIN;1967;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;142.0;672.0;4.0;0;0;0;275990.0;;;Erstbezug;2;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;74572;Blaufelden;;156.33;443.0;5.5;4;1;0;419800.0;;2021;Projektiert;0;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;142.0;515.0;6.0;0;0;0;270000.0;;1972;;2;1;1;JA;1972;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;148.0;550.0;4.0;3;1;0;397000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;220.0;707.0;8.0;5;3;0;495000.0;;2000;;0;0;0;JA;2000;;;;
wohnen;kauf;haus;0;74722;Buchen;;120.0;350.0;4.0;3;1;0;179000.0;;1980;;0;0;0;JA;1980;;;;
wohnen;kauf;haus;0;97797;Wartmannsroth;;1689.0;2002.0;0;0;0;0;290000.0;;1776;Teil- oder vollsaniert;2;0;0;JA;1776;;;;
wohnen;kauf;haus;0;63927;Bürgstadt;;250.0;944.0;9.0;6;2;0;649900.0;;1964;;0;1;1;NEIN;1964;;;;
wohnen;kauf;haus;0;74722;Buchen;;120.0;350.0;4.0;3;1;0;179000.0;;1980;;0;0;1;JA;1980;;;;
wohnen;kauf;haus;0;97797;Wartmannsroth;;150.0;364.0;4.0;3;1;0;285000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;233.0;904.0;10.0;0;1;0;339000.0;;;Teil- oder vollrenoviert;0;1;1;JA;;;;;
wohnen;kauf;haus;0;91608;Geslau;;150.0;600.0;5.0;4;1;0;330000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;134.0;675.0;5.0;0;0;0;315700.0;;;Projektiert;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;129.0;675.0;5.0;0;0;0;299200.0;;;Projektiert;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;122.0;675.0;4.0;0;0;0;298200.0;;;Projektiert;1;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97723;Oberthulba;;83.0;1120.0;3.0;2;2;0;250000.0;;1978;;0;0;0;NEIN;1979;;;;
wohnen;kauf;haus;0;97532;Üchtelhausen;;200.0;1320.0;5.0;4;2;0;460000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91617;Oberdachstetten;;161.0;820.0;5.0;4;1;0;314500.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91608;Geslau;;125.0;729.0;4.0;0;0;0;223505.0;;2020;Erstbezug;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;91608;Geslau;;144.0;651.0;4.0;0;0;0;261990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91608;Geslau;;144.0;651.0;4.0;0;0;0;270990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91608;Geslau;;144.0;651.0;4.0;0;0;0;261990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91608;Geslau;;164.0;651.0;5.0;0;0;0;276990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;74731;Walldürn;;90.0;144.0;5.0;0;1;0;190000.0;;1933;Teil- oder vollsaniert;0;0;0;JA;1933;;;;
wohnen;kauf;haus;0;91413;Neustadt;;119.0;0;4.0;0;0;0;223900.0;;2019;Projektiert;2;0;0;NEIN;2018;;;;
wohnen;kauf;haus;0;91413;Neustadt;;319.0;1405.0;12.0;0;0;0;620000.0;;1968;;0;1;1;NEIN;1968;;;;
wohnen;kauf;haus;0;63933;Mönchberg;;80.0;103.0;3.0;2;1;0;69900.0;;1900;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97859;Wiesthal;;140.0;989.0;5.0;3;1;0;345400.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97859;Wiesthal;;233.0;511.0;7.0;0;0;0;150000.0;;1900;Altbau;2;0;1;NEIN;1900;;;;
wohnen;kauf;haus;0;74731;Walldürn;;153.0;420.0;4.0;0;1;0;365000.0;;2004;;0;1;1;NEIN;2004;;;;
wohnen;kauf;haus;0;74731;Walldürn;;250.0;565.0;6.0;0;2;0;420000.0;;2004;;0;1;1;NEIN;2004;;;;
wohnen;kauf;haus;0;91413;Neustadt;;210.0;180.0;7.0;0;0;0;375000.0;;;Altbau;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;63933;Mönchberg;;163.0;138.0;6.0;4;1;0;149900.0;;1905;;0;0;0;NEIN;1905;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;149.0;625.0;5.0;0;0;0;261990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;144.0;625.0;4.0;0;0;0;265990.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91619;Obernzenn;;144.0;625.0;4.0;0;0;0;257500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;97859;Wiesthal;;140.0;578.0;5.0;3;1;0;322400.0;;;Projektiert;0;0;0;NEIN;;;;;
